EVENT,BOUT,WEIGHTCLASS,weight_class,title_type,is_womens,is_tournament
UFC 232: Jones vs. Gustafsson 2 ,Douglas Silva de Andrade vs. Petr Yan,Bantamweight Bout,bantamweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,BJ Penn vs. Ryan Hall,Lightweight Bout,lightweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,Nathaniel Wood vs. Andre Ewell,Bantamweight Bout,bantamweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,Uriah Hall vs. Bevon Lewis,Middleweight Bout,middleweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,Curtis Millender vs. Siyar Bahadurzada,Welterweight Bout,welterweight,regular,False,False
UFC 232: Jones vs. Gustafsson 2 ,Brian Kelleher vs. Montel Jackson,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Kevin Lee vs. Al Iaquinta,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Edson Barboza vs. Dan Hooker,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Rob Font vs. Sergio Pettis,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Jim Miller vs. Charles Oliveira,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Zak Ottow vs. Dwight Grant,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,King Green vs. Drakkar Klose,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Jared Gordon vs. Joaquim Silva,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Gerald Meerschaert vs. Jack Hermansson,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Trevor Smith vs. Zak Cummings,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Dan Ige vs. Jordan Griffin,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Adam Milstead vs. Mike Rodriguez,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Lee vs. Iaquinta ,Chris de la Rocha vs. Juan Adams,Heavyweight Bout,heavyweight,regular,False,False
UFC 231: Holloway vs. Ortega ,Max Holloway vs. Brian Ortega,UFC Featherweight Title Bout,featherweight,title,False,False
UFC 231: Holloway vs. Ortega ,Valentina Shevchenko vs. Joanna Jedrzejczyk,UFC Women's Flyweight Title Bout,flyweight,title,True,False
UFC 231: Holloway vs. Ortega ,Alex Oliveira vs. Gunnar Nelson,Welterweight Bout,welterweight,regular,False,False
UFC 231: Holloway vs. Ortega ,Hakeem Dawodu vs. Kyle Bochniak,Featherweight Bout,featherweight,regular,False,False
UFC 231: Holloway vs. Ortega ,Jimi Manuwa vs. Thiago Santos,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 231: Holloway vs. Ortega ,Claudia Gadelha vs. Nina Nunes,Women's Strawweight Bout,strawweight,regular,True,False
UFC 231: Holloway vs. Ortega ,Olivier Aubin-Mercier vs. Gilbert Burns,Lightweight Bout,lightweight,regular,False,False
UFC 231: Holloway vs. Ortega ,Katlyn Cerminara vs. Jessica Eye,Women's Flyweight Bout,flyweight,regular,True,False
UFC 231: Holloway vs. Ortega ,Elias Theodorou vs. Eryk Anders,Middleweight Bout,middleweight,regular,False,False
UFC 231: Holloway vs. Ortega ,Brad Katona vs. Matthew Lopez,Bantamweight Bout,bantamweight,regular,False,False
UFC 231: Holloway vs. Ortega ,Chad Laprise vs. Dhiego Lima,Welterweight Bout,welterweight,regular,False,False
UFC 231: Holloway vs. Ortega ,Diego Ferreira vs. Kyle Nelson,Lightweight Bout,lightweight,regular,False,False
UFC 231: Holloway vs. Ortega ,Devin Clark vs. Aleksandar Rakic,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Junior Dos Santos vs. Tai Tuivasa,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Mauricio Rua vs. Tyson Pedro,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Mark Hunt vs. Justin Willis,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Jake Matthews vs. Anthony Rocco Martin,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Suman Mokhtarian vs. Sodiq Yusuff,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Jimmy Crute vs. Paul Craig,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Yushin Okami vs. Aleksei Kunchenko,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Wilson Reis vs. Ben Nguyen,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Keita Nakamura vs. Salim Touahri,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Elias Garcia vs. Kai Kara-France,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Mizuto Hirota vs. Christos Giagos,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Dos Santos vs. Tuivasa ,Alex Gorgees vs. Damir Ismagulov,Lightweight Bout,lightweight,regular,False,False
The Ultimate Fighter: Heavy Hitters Finale ,Rafael Dos Anjos vs. Kamaru Usman,Welterweight Bout,welterweight,regular,False,False
The Ultimate Fighter: Heavy Hitters Finale ,Juan Espino vs. Justin Frazier,Ultimate Fighter 28 Heavyweight Tournament Title Bout,heavyweight,title,False,True
The Ultimate Fighter: Heavy Hitters Finale ,Pannie Kianzad vs. Macy Chiasson,Ultimate Fighter 28 Women's Featherweight Tournament Title Bout,featherweight,title,True,True
The Ultimate Fighter: Heavy Hitters Finale ,Pedro Munhoz vs. Bryan Caraway,Bantamweight Bout,bantamweight,regular,False,False
The Ultimate Fighter: Heavy Hitters Finale ,Darren Stewart vs. Edmen Shahbazyan,Middleweight Bout,middleweight,regular,False,False
The Ultimate Fighter: Heavy Hitters Finale ,Ji Yeon Kim vs. Antonina Shevchenko,Women's Flyweight Bout,flyweight,regular,True,False
The Ultimate Fighter: Heavy Hitters Finale ,Ricky Glenn vs. Kevin Aguilar,Featherweight Bout,featherweight,regular,False,False
The Ultimate Fighter: Heavy Hitters Finale ,Joseph Benavidez vs. Alex Perez,Flyweight Bout,flyweight,regular,False,False
The Ultimate Fighter: Heavy Hitters Finale ,Maurice Greene vs. Michel Batista,Heavyweight Bout,heavyweight,regular,False,False
The Ultimate Fighter: Heavy Hitters Finale ,Julija Stoliarenko vs. Leah Letson,Women's Featherweight Bout,featherweight,regular,True,False
The Ultimate Fighter: Heavy Hitters Finale ,Roosevelt Roberts vs. Darrell Horcher,Lightweight Bout,lightweight,regular,False,False
The Ultimate Fighter: Heavy Hitters Finale ,Tim Means vs. Ricky Rainey,Welterweight Bout,welterweight,regular,False,False
The Ultimate Fighter: Heavy Hitters Finale ,Raoni Barcelos vs. Chris Gutierrez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Curtis Blaydes vs. Francis Ngannou,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Alistair Overeem vs. Sergei Pavlovich,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Song Yadong vs. Vince Morales,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Li Jingliang vs. David Zawada,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Song Kenan vs. Alex Morono,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Wu Yanan vs. Lauren Mueller,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Hu Yaozong vs. Rashad Coulter,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Zhang Weili vs. Jessica Aguilar,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Pingyuan Liu vs. Martin Day,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Yan Xiaonan vs. Syuri Kondo,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Kevin Holland vs. John Phillips,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Blaydes vs. Ngannou 2 ,Sumudaerji vs. Louis Smolka,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Neil Magny vs. Santiago Ponzinibbio,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Ricardo Lamas vs. Darren Elkins,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Khalil Rountree Jr. vs. Johnny Walker,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Cezar Ferreira vs. Ian Heinisch,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Guido Cannetti vs. Marlon Vera,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Cynthia Calvillo vs. Poliana Botelho,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Magny vs. Ponzinibbio ,Michel Prazeres vs. Bartosz Fabinski,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Alexandre Pantoja vs. Yuta Sasaki,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Humberto Bandenay vs. Austin Arnett,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Laureano Staropoli vs. Hector Aldana,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Devin Powell vs. Jesus Pinedo,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Magny vs. Ponzinibbio ,Nad Narimani vs. Anderson Dos Santos,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Chan Sung Jung vs. Yair Rodriguez,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Donald Cerrone vs. Mike Perry,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Raquel Pennington vs. Germaine de Randamie,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Beneil Dariush vs. Thiago Moises,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Maycee Barber vs. Hannah Cifers,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Michael Trizano vs. Luis Pena,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Ashley Yoder vs. Amanda Cooper,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Chas Skelly vs. Bobby Moffett,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Davi Ramos vs. John Gunther,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Devonte Smith vs. Julian Erosa,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Joseph Morales vs. Eric Shelton,Flyweight Bout,flyweight,regular,False,False
UFC Fight Night: Korean Zombie vs. Rodriguez ,Mark De La Rosa vs. Joby Sanchez,Bantamweight Bout,bantamweight,regular,False,False
UFC 230: Cormier vs. Lewis ,Daniel Cormier vs. Derrick Lewis,UFC Heavyweight Title Bout,heavyweight,title,False,False
UFC 230: Cormier vs. Lewis ,Chris Weidman vs. Jacare Souza,Middleweight Bout,middleweight,regular,False,False
UFC 230: Cormier vs. Lewis ,David Branch vs. Jared Cannonier,Middleweight Bout,middleweight,regular,False,False
UFC 230: Cormier vs. Lewis ,Karl Roberson vs. Jack Marshman,Middleweight Bout,middleweight,regular,False,False
UFC 230: Cormier vs. Lewis ,Derek Brunson vs. Israel Adesanya,Middleweight Bout,middleweight,regular,False,False
UFC 230: Cormier vs. Lewis ,Jason Knight vs. Jordan Rinaldi,Featherweight Bout,featherweight,regular,False,False
UFC 230: Cormier vs. Lewis ,Sijara Eubanks vs. Roxanne Modafferi,Women's Flyweight Bout,flyweight,regular,True,False
UFC 230: Cormier vs. Lewis ,Julio Arce vs. Sheymon Moraes,Featherweight Bout,featherweight,regular,False,False
UFC 230: Cormier vs. Lewis ,Lyman Good vs. Ben Saunders,Welterweight Bout,welterweight,regular,False,False
UFC 230: Cormier vs. Lewis ,Matt Frevola vs. Lando Vannata,Lightweight Bout,lightweight,regular,False,False
UFC 230: Cormier vs. Lewis ,Shane Burgos vs. Kurt Holobaugh,Featherweight Bout,featherweight,regular,False,False
UFC 230: Cormier vs. Lewis ,Adam Wieczorek vs. Marcos Rogerio de Lima,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Volkan Oezdemir vs. Anthony Smith,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Michael Johnson vs. Artem Lobov,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Misha Cirkunov vs. Patrick Cummins,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Andre Soukhamthath vs. Jonathan Martinez,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Gian Villante vs. Ed Herman,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Alex Garcia vs. Court McGee,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Nordine Taleb vs. Sean Strickland,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Thibault Gouti vs. Nasrat Haqparast,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Calvin Kattar vs. Chris Fishgold,Featherweight Bout,featherweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Sarah Moras vs. Talita Bernardo,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC Fight Night: Oezdemir vs. Smith ,Te Edwards vs. Don Madge,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Arjan Bhullar vs. Marcelo Golm,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Oezdemir vs. Smith ,Stevie Ray vs. Jessin Ayari,Lightweight Bout,lightweight,regular,False,False
UFC 229: Khabib vs. McGregor ,Khabib Nurmagomedov vs. Conor McGregor,UFC Lightweight Title Bout,lightweight,title,False,False
UFC 229: Khabib vs. McGregor ,Tony Ferguson vs. Anthony Pettis,Lightweight Bout,lightweight,regular,False,False
UFC 229: Khabib vs. McGregor ,Ovince Saint Preux vs. Dominick Reyes,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 229: Khabib vs. McGregor ,Derrick Lewis vs. Alexander Volkov,Heavyweight Bout,heavyweight,regular,False,False
UFC 229: Khabib vs. McGregor ,Michelle Waterson-Gomez vs. Felice Herrig,Women's Strawweight Bout,strawweight,regular,True,False
UFC 229: Khabib vs. McGregor ,Sergio Pettis vs. Jussier Formiga,Flyweight Bout,flyweight,regular,False,False
UFC 229: Khabib vs. McGregor ,Vicente Luque vs. Jalin Turner,Welterweight Bout,welterweight,regular,False,False
UFC 229: Khabib vs. McGregor ,Aspen Ladd vs. Tonya Evinger,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC 229: Khabib vs. McGregor ,Scott Holtzman vs. Alan Patrick,Lightweight Bout,lightweight,regular,False,False
UFC 229: Khabib vs. McGregor ,Lina Lansberg vs. Yana Santos,Women's Bantamweight Bout,bantamweight,regular,True,False
UFC 229: Khabib vs. McGregor ,Gray Maynard vs. Nik Lentz,Lightweight Bout,lightweight,regular,False,False
UFC 229: Khabib vs. McGregor ,Ryan LaFlare vs. Anthony Rocco Martin,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Thiago Santos vs. Eryk Anders,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Alex Oliveira vs. Carlo Pedersoli Jr.,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Sam Alvey vs. Rogerio Nogueira,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Renan Barao vs. Andre Ewell,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Randa Markos vs. Marina Rodriguez,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Marreta vs. Anders ,Charles Oliveira vs. Christos Giagos,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Francisco Trinaldo vs. Evan Dunham,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Luis Henrique vs. Ryan Spann,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Augusto Sakai vs. Chase Sherman,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Sergio Moraes vs. Ben Saunders,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Mayra Bueno Silva vs. Gillian Robertson,Women's Flyweight Bout,flyweight,regular,True,False
UFC Fight Night: Marreta vs. Anders ,Thales Leites vs. Hector Lombard,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Elizeu Zaleski dos Santos vs. Luigi Vendramini,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Marreta vs. Anders ,Livinha Souza vs. Alex Chambers,Women's Strawweight Bout,strawweight,regular,True,False
UFC Fight Night: Hunt vs. Oleinik ,Mark Hunt vs. Aleksei Oleinik,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Jan Blachowicz vs. Nikita Krylov,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Andrei Arlovski vs. Shamil Abdurakhimov,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Aleksei Kunchenko vs. Thiago Alves,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Khalid Murtazaliev vs. CB Dollaway,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Petr Yan vs. Jin Soo Son,Bantamweight Bout,bantamweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Rustam Khabilov vs. Kajan Johnson,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Mairbek Taisumov vs. Desmond Green,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Magomed Ankalaev vs. Marcin Prachnio,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Adam Yandiev vs. Jordan Johnson,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Ramazan Emeev vs. Stefan Sekulic,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Hunt vs. Oleinik ,Merab Dvalishvili vs. Terrion Ware,Bantamweight Bout,bantamweight,regular,False,False
UFC 228: Woodley vs. Till ,Tyron Woodley vs. Darren Till,UFC Welterweight Title Bout,welterweight,title,False,False
