fight_id,fight_seq,event_date,bout_order,fighter_a_id,fighter_b_id,outcome,method,round_no,total_rounds,weight_class,bout_type,EVENT,BOUT,fighter_a,fighter_b,winner_id,loser_id,method_bucket,method_detail,time_seconds,bout_length_minutes,referee,details
ufc-fight-night-moicano-vs-duncan__guilherme-pat-vs-thomas-petersen__1,1,2026-04-04,7,1582,4111,b_win,Decision,3,3,heavyweight,non_title,UFC Fight Night: Moicano vs. Duncan,Guilherme Pat vs. Thomas Petersen,Guilherme Pat,Thomas Petersen,4111,1582,decision,Decision - Majority ,300,15,Mike Beltran,Tony Weeks 28 - 28.Mike Bell 27 - 29.Sal D'amato 27 - 29.
ufc-fight-night-moicano-vs-duncan__alessandro-costa-vs-stewart-nicoll__1,1,2026-04-04,6,120,4006,a_win,KO/TKO,2,3,flyweight,non_title,UFC Fight Night: Moicano vs. Duncan,Alessandro Costa vs. Stewart Nicoll,Alessandro Costa,Stewart Nicoll,120,4006,ko_tko,KO/TKO ,296,15,Chris Tognoni,Punch to Body At Distance 
ufc-fight-night-moicano-vs-duncan__lando-vannata-vs-darrius-flowers__1,1,2026-04-04,5,2605,1036,b_win,KO/TKO,2,3,lightweight,non_title,UFC Fight Night: Moicano vs. Duncan,Lando Vannata vs. Darrius Flowers,Lando Vannata,Darrius Flowers,1036,2605,ko_tko,KO/TKO ,52,15,Herb Dean,Punches to Head On Ground 
ufc-fight-night-moicano-vs-duncan__alice-pereira-vs-hailey-cowan__1,1,2026-04-04,4,183,1594,a_win,KO/TKO,2,3,bantamweight,non_title,UFC Fight Night: Moicano vs. Duncan,Alice Pereira vs. Hailey Cowan,Alice Pereira,Hailey Cowan,183,1594,ko_tko,KO/TKO ,264,15,Keith Peterson,Knee to Head At Distance 
ufc-fight-night-moicano-vs-duncan__azamat-bekoev-vs-tresean-gore__1,1,2026-04-04,3,382,4212,b_win,Submission,3,3,middleweight,non_title,UFC Fight Night: Moicano vs. Duncan,Azamat Bekoev vs. Tresean Gore,Azamat Bekoev,Tresean Gore,4212,382,submission,Submission ,207,15,Mike Beltran,Guillotine Choke On Ground 
ufc-fight-night-moicano-vs-duncan__dione-barbosa-vs-melissa-gatto__1,1,2026-04-04,2,1163,3003,a_win,Decision,3,3,flyweight,non_title,UFC Fight Night: Moicano vs. Duncan,Dione Barbosa vs. Melissa Gatto,Dione Barbosa,Melissa Gatto,1163,3003,decision,Decision - Majority ,300,15,Chris Tognoni,Mike Bell 28 - 28.Sal D'amato 27 - 29.Jerin Valel 27 - 29.
ufc-fight-night-moicano-vs-duncan__kai-kamaka-iii-vs-dakota-hope__1,1,2026-04-04,1,2382,935,a_win,Decision,3,3,lightweight,non_title,UFC Fight Night: Moicano vs. Duncan,Kai Kamaka III vs. Dakota Hope,Kai Kamaka III,Dakota Hope,2382,935,decision,Decision - Split ,300,15,Keith Peterson,Mike Bell 29 - 28.Sal D'amato 28 - 29.Bryan Miner 28 - 29.
ufc-fight-night-adesanya-vs-pyfer__israel-adesanya-vs-joe-pyfer__1,1,2026-03-28,13,1743,2077,b_win,KO/TKO,2,5,middleweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Israel Adesanya vs. Joe Pyfer,Israel Adesanya,Joe Pyfer,2077,1743,ko_tko,KO/TKO ,258,25,Herb Dean,Punches to Head From Mount 
ufc-fight-night-adesanya-vs-pyfer__alexa-grasso-vs-maycee-barber__1,1,2026-03-28,12,151,2995,a_win,KO/TKO,1,3,flyweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Alexa Grasso vs. Maycee Barber,Alexa Grasso,Maycee Barber,151,2995,ko_tko,KO/TKO ,162,15,Mike Beltran,Punch to Head At Distance 
ufc-fight-night-adesanya-vs-pyfer__michael-chiesa-vs-niko-price__1,1,2026-03-28,11,3019,3264,a_win,Submission,1,3,welterweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Michael Chiesa vs. Niko Price,Michael Chiesa,Niko Price,3019,3264,submission,Submission ,63,15,Keith Peterson,Rear Naked Choke 
ufc-fight-night-adesanya-vs-pyfer__julian-erosa-vs-lerryan-douglas__1,1,2026-03-28,10,2313,2644,b_win,KO/TKO,1,3,featherweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Julian Erosa vs. Lerryan Douglas,Julian Erosa,Lerryan Douglas,2644,2313,ko_tko,KO/TKO ,213,15,Blake Grice,Punches to Head At Distance 
ufc-fight-night-adesanya-vs-pyfer__mansur-abdul-malik-vs-yousri-belgaroui__1,1,2026-03-28,9,2804,4425,b_win,KO/TKO,3,3,middleweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Mansur Abdul-Malik vs. Yousri Belgaroui,Mansur Abdul-Malik,Yousri Belgaroui,4425,2804,ko_tko,KO/TKO ,219,15,Mike Beltran,Knee to Head In Clinch 
ufc-fight-night-adesanya-vs-pyfer__terrance-mckinney-vs-kyle-nelson__1,1,2026-03-28,8,4081,2585,a_win,KO/TKO,1,3,lightweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Terrance McKinney vs. Kyle Nelson,Terrance McKinney,Kyle Nelson,4081,2585,ko_tko,KO/TKO ,24,15,Herb Dean,Punches to Head From Half Guard 
ufc-fight-night-adesanya-vs-pyfer__ignacio-bahamondes-vs-tofiq-musayev__1,1,2026-03-28,7,1699,4148,b_win,Decision,3,3,lightweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Ignacio Bahamondes vs. Tofiq Musayev,Ignacio Bahamondes,Tofiq Musayev,4148,1699,decision,Decision - Unanimous ,300,15,BobbyWombacher,Sal D'amato 28 - 29.Antonio Carrillo 27 - 29.Mike Bell 27 - 30.
ufc-fight-night-adesanya-vs-pyfer__chase-hooper-vs-lance-gibson-jr__1,1,2026-03-28,6,728,2603,b_win,KO/TKO,1,3,lightweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Chase Hooper vs. Lance Gibson Jr.,Chase Hooper,Lance Gibson Jr.,2603,728,ko_tko,KO/TKO ,176,15,Blake Grice,Knees to Head In Clinch 
ufc-fight-night-adesanya-vs-pyfer__marcin-tybura-vs-tyrell-fortune__1,1,2026-03-28,5,2827,4240,b_win,Decision,3,3,heavyweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Marcin Tybura vs. Tyrell Fortune,Marcin Tybura,Tyrell Fortune,4240,2827,decision,Decision - Unanimous ,300,15,Herb Dean,Marlon Perry 27 - 30.Junichiro Kamijo 28 - 29.Eric Colon 28 - 29.
ufc-fight-night-adesanya-vs-pyfer__casey-oneill-vs-gabriella-fernandes__1,1,2026-03-28,4,670,1477,a_win,KO/TKO,1,3,flyweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Casey O'Neill vs. Gabriella Fernandes,Casey O'Neill,Gabriella Fernandes,670,1477,ko_tko,KO/TKO ,191,15,Mike Beltran,Punches to Head At Distance 
ufc-fight-night-adesanya-vs-pyfer__navajo-stirling-vs-bruno-lopes__1,1,2026-03-28,3,3207,581,a_win,KO/TKO,2,3,light_heavyweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Navajo Stirling vs. Bruno Lopes,Navajo Stirling,Bruno Lopes,3207,581,ko_tko,KO/TKO ,245,15,Keith Peterson,Punches to Head From Mount 
ufc-fight-night-adesanya-vs-pyfer__ricky-simon-vs-adrian-yanez__1,1,2026-03-28,2,3577,64,draw,Draw,3,3,bantamweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon vs. Adrian Yanez,Ricky Simon,Adrian Yanez,,,decision,Decision - Majority ,300,15,Blake Grice,Antonio Guerrero 28 - 29.Eric Colon 28 - 28.Sal D'amato 28 - 28.
ufc-fight-night-adesanya-vs-pyfer__alexia-thainara-vs-bruna-brasil__1,1,2026-03-28,1,173,576,a_win,Decision,3,3,strawweight,non_title,UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara vs. Bruna Brasil,Alexia Thainara,Bruna Brasil,173,576,decision,Decision - Unanimous ,300,15,BobbyWombacher,Marlon Perry 27 - 30.Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.
ufc-fight-night-evloev-vs-murphy__movsar-evloev-vs-lerone-murphy__1,1,2026-03-21,13,3157,2643,a_win,Decision,5,5,featherweight,non_title,UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,Movsar Evloev,Lerone Murphy,3157,2643,decision,Decision - Majority ,300,25,Marc Goddard,Ben Cartlidge 46 - 48.Derek Cleary 46 - 48.Clemens Werner 47 - 47.
ufc-fight-night-evloev-vs-murphy__luke-riley-vs-michael-aswell-jr__1,1,2026-03-21,12,2744,3014,a_win,Decision,3,3,featherweight,non_title,UFC Fight Night: Evloev vs. Murphy,Luke Riley vs. Michael Aswell Jr.,Luke Riley,Michael Aswell Jr.,2744,3014,decision,Decision - Unanimous ,300,15,Jason Herzog,Anders Ohlsson 27 - 30.Darryl Ransom 27 - 30.Vito Paolillo 27 - 30.
ufc-fight-night-evloev-vs-murphy__michael-page-vs-sam-patterson__1,1,2026-03-21,11,3035,3775,a_win,Decision,3,3,welterweight,non_title,UFC Fight Night: Evloev vs. Murphy,Michael Page vs. Sam Patterson,Michael Page,Sam Patterson,3035,3775,decision,Decision - Unanimous ,300,15,Rich Mitchell,Darryl Ransom 27 - 30.David Lethaby 28 - 29.Clemens Werner 28 - 29.
ufc-fight-night-evloev-vs-murphy__iwo-baraniewski-vs-austen-lane__1,1,2026-03-21,10,1763,373,a_win,KO/TKO,1,3,light_heavyweight,non_title,UFC Fight Night: Evloev vs. Murphy,Iwo Baraniewski vs. Austen Lane,Iwo Baraniewski,Austen Lane,1763,373,ko_tko,KO/TKO ,28,15,Lukasz Bosacki,Punch to Head At Distance 
ufc-fight-night-evloev-vs-murphy__roman-dolidze-vs-christian-leroy-duncan__1,1,2026-03-21,9,3654,805,b_win,Decision,3,3,middleweight,non_title,UFC Fight Night: Evloev vs. Murphy,Roman Dolidze vs. Christian Leroy Duncan,Roman Dolidze,Christian Leroy Duncan,805,3654,decision,Decision - Unanimous ,300,15,Jason Herzog,Anders Ohlsson 28 - 29.Darryl Ransom 28 - 29.Clemens Werner 28 - 29.
ufc-fight-night-evloev-vs-murphy__kurtis-campbell-vs-danny-silva__1,1,2026-03-21,8,2570,1017,b_win,KO/TKO,2,3,featherweight,non_title,UFC Fight Night: Evloev vs. Murphy,Kurtis Campbell vs. Danny Silva,Kurtis Campbell,Danny Silva,1017,2570,ko_tko,KO/TKO ,31,15,Rich Mitchell,Punches to Head At Distance 
ufc-fight-night-evloev-vs-murphy__mason-jones-vs-axel-sola__1,1,2026-03-21,7,2931,381,a_win,Decision,3,3,lightweight,non_title,UFC Fight Night: Evloev vs. Murphy,Mason Jones vs. Axel Sola,Mason Jones,Axel Sola,2931,381,decision,Decision - Unanimous ,300,15,Marc Goddard,Darryl Ransom 27 - 30.David Lethaby 28 - 29.Anders Ohlsson 28 - 29.
ufc-fight-night-evloev-vs-murphy__nathaniel-wood-vs-losene-keita__1,1,2026-03-21,6,3206,2682,a_win,Decision,3,3,featherweight,non_title,UFC Fight Night: Evloev vs. Murphy,Nathaniel Wood vs. Losene Keita,Nathaniel Wood,Losene Keita,3206,2682,decision,Decision - Split ,300,15,Jason Herzog,Vito Paolillo 29 - 28.Ben Cartlidge 28 - 29.Derek Cleary 28 - 29.
ufc-fight-night-evloev-vs-murphy__mario-pinto-vs-felipe-franco__1,1,2026-03-21,5,2867,1407,a_win,Decision,3,3,heavyweight,non_title,UFC Fight Night: Evloev vs. Murphy,Mario Pinto vs. Felipe Franco,Mario Pinto,Felipe Franco,2867,1407,decision,Decision - Unanimous ,300,15,Lukasz Bosacki,David Lethaby 28 - 29.Kevin Manderson 28 - 29.Darryl Ransom 28 - 29.
ufc-fight-night-evloev-vs-murphy__mantas-kondratavicius-vs-antonio-trocoli__1,1,2026-03-21,4,2805,326,a_win,Decision,3,3,middleweight,non_title,UFC Fight Night: Evloev vs. Murphy,Mantas Kondratavicius vs. Antonio Trocoli,Mantas Kondratavicius,Antonio Trocoli,2805,326,decision,Decision - Unanimous ,300,15,Rich Mitchell,Derek Cleary 27 - 30.Vito Paolillo 27 - 29.Clemens Werner 27 - 29.
ufc-fight-night-evloev-vs-murphy__louie-sutherland-vs-brando-pericic__1,1,2026-03-21,3,2683,503,b_win,KO/TKO,1,3,heavyweight,non_title,UFC Fight Night: Evloev vs. Murphy,Louie Sutherland vs. Brando Pericic,Louie Sutherland,Brando Pericic,503,2683,ko_tko,KO/TKO ,108,15,Marc Goddard,Punches to Head On Ground 
ufc-fight-night-evloev-vs-murphy__shem-rock-vs-abdul-kareem-al-selwady__1,1,2026-03-21,2,3912,27,b_win,Decision,3,3,lightweight,non_title,UFC Fight Night: Evloev vs. Murphy,Shem Rock vs. Abdul-Kareem Al-Selwady,Shem Rock,Abdul-Kareem Al-Selwady,27,3912,decision,Decision - Unanimous ,300,15,Jason Herzog,Vito Paolillo 27 - 30.Darryl Ransom 27 - 30.Clemens Werner 27 - 30.
ufc-fight-night-evloev-vs-murphy__shanelle-dyer-vs-ravena-oliveira__1,1,2026-03-21,1,3893,3500,a_win,KO/TKO,2,3,strawweight,non_title,UFC Fight Night: Evloev vs. Murphy,Shanelle Dyer vs. Ravena Oliveira,Shanelle Dyer,Ravena Oliveira,3893,3500,ko_tko,KO/TKO ,77,15,Lukasz Bosacki,Punches to Head On Ground 
ufc-fight-night-emmett-vs-vallejos__josh-emmett-vs-kevin-vallejos__1,1,2026-03-14,14,2258,2515,b_win,KO/TKO,1,5,featherweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Josh Emmett vs. Kevin Vallejos,Josh Emmett,Kevin Vallejos,2515,2258,ko_tko,KO/TKO ,213,25,Herb Dean,Punches to Head At Distance 
ufc-fight-night-emmett-vs-vallejos__amanda-lemos-vs-gillian-robertson__1,1,2026-03-14,13,205,1547,b_win,Decision,3,3,strawweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Amanda Lemos vs. Gillian Robertson,Amanda Lemos,Gillian Robertson,1547,205,decision,Decision - Unanimous ,300,15,Keith Peterson,Eric Colon 28 - 29.Sal D'amato 28 - 29.Ron McCarthy 28 - 29.
ufc-fight-night-emmett-vs-vallejos__andre-fili-vs-jose-delgado__1,1,2026-03-14,12,225,2228,b_win,Decision,3,3,featherweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Andre Fili vs. Jose Delgado,Andre Fili,Jose Delgado,2228,225,decision,Decision - Split ,300,15,Chris Tognoni,Mike Bell 28 - 29.Chris Lee 29 - 28.Junichiro Kamijo 28 - 29.
ufc-fight-night-emmett-vs-vallejos__marwan-rahiki-vs-harry-hardwick__1,1,2026-03-14,11,2919,1607,a_win,KO/TKO,2,3,featherweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Marwan Rahiki vs. Harry Hardwick,Marwan Rahiki,Harry Hardwick,2919,1607,ko_tko,KO/TKO ,300,15,Eric McMahon,toCorner Stoppage
ufc-fight-night-emmett-vs-vallejos__ion-cutelaba-vs-oumar-sy__1,1,2026-03-14,10,1724,3310,a_win,Submission,1,3,light_heavyweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Ion Cutelaba vs. Oumar Sy,Ion Cutelaba,Oumar Sy,1724,3310,submission,Submission ,264,15,Herb Dean,Guillotine Choke From Guard 
ufc-fight-night-emmett-vs-vallejos__charles-johnson-vs-bruno-silva__1,1,2026-03-14,9,710,585,a_win,Decision,3,3,flyweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Charles Johnson vs. Bruno Silva,Charles Johnson,Bruno Silva,710,585,decision,Decision - Split ,300,15,Keith Peterson,Chris Lee 28 - 29.Mike Bell 29 - 28.Anthony Maness 27 - 30.
ufc-fight-night-emmett-vs-vallejos__chris-curtis-vs-myktybek-orolbai__1,1,2026-03-14,8,761,3172,b_win,Decision,3,3,welterweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Chris Curtis vs. Myktybek Orolbai,Chris Curtis,Myktybek Orolbai,3172,761,decision,Decision - Unanimous ,300,15,Chris Tognoni,Adalaide Byrd 27 - 30.Eric Colon 27 - 30.Ron McCarthy 27 - 30.
ufc-fight-night-emmett-vs-vallejos__vitor-petrino-vs-steven-asplund__1,1,2026-03-14,7,4307,3997,a_win,Decision,3,3,heavyweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Vitor Petrino vs. Steven Asplund,Vitor Petrino,Steven Asplund,4307,3997,decision,Decision - Unanimous ,300,15,Eric McMahon,Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.Anthony Maness 28 - 29.
ufc-fight-night-emmett-vs-vallejos__elijah-smith-vs-suyoung-you__1,1,2026-03-14,6,1295,4009,a_win,Submission,2,3,bantamweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Elijah Smith vs. SuYoung You,Elijah Smith,SuYoung You,1295,4009,submission,Submission ,64,15,Herb Dean,Rear Naked Choke 
ufc-fight-night-emmett-vs-vallejos__bolaji-oki-vs-manoel-sousa__1,1,2026-03-14,5,483,2800,b_win,KO/TKO,3,3,lightweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Bolaji Oki vs. Manoel Sousa,Bolaji Oki,Manoel Sousa,2800,483,ko_tko,KO/TKO ,252,15,Keith Peterson,Punch to Head At Distance 
ufc-fight-night-emmett-vs-vallejos__brad-tavares-vs-eryk-anders__1,1,2026-03-14,4,497,1362,b_win,Decision,3,3,middleweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Brad Tavares vs. Eryk Anders,Brad Tavares,Eryk Anders,1362,497,decision,Decision - Unanimous ,300,15,Chris Tognoni,Anthony Maness 27 - 30.Sal D'amato 28 - 29.Ron McCarthy 28 - 29.
ufc-fight-night-emmett-vs-vallejos__bia-mesquita-vs-montse-rendon__1,1,2026-03-14,3,437,3149,a_win,Submission,1,3,bantamweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Bia Mesquita vs. Montse Rendon,Bia Mesquita,Montse Rendon,437,3149,submission,Submission ,127,15,Eric McMahon,Rear Naked Choke 
ufc-fight-night-emmett-vs-vallejos__luan-lacerda-vs-hecher-sosa__1,1,2026-03-14,2,2695,1619,b_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Luan Lacerda vs. Hecher Sosa,Luan Lacerda,Hecher Sosa,1619,2695,decision,Decision - Unanimous ,300,15,Keith Peterson,Ron McCarthy 27 - 30.Tony Weeks 27 - 30.Chris Lee 28 - 29.
ufc-fight-night-emmett-vs-vallejos__piera-rodriguez-vs-sam-hughes__1,1,2026-03-14,1,3413,3772,a_win,Decision,3,3,strawweight,non_title,UFC Fight Night: Emmett vs. Vallejos,Piera Rodriguez vs. Sam Hughes,Piera Rodriguez,Sam Hughes,3413,3772,decision,Decision - Unanimous ,300,15,Chris Tognoni,Mike Bell 27 - 30.Eric Colon 27 - 30.Sal D'amato 27 - 30.
ufc-326-holloway-vs-oliveira-2__max-holloway-vs-charles-oliveira__1,1,2026-03-07,12,2988,714,b_win,Decision,5,5,lightweight,non_title,UFC 326: Holloway vs. Oliveira 2,Max Holloway vs. Charles Oliveira,Max Holloway,Charles Oliveira,714,2988,decision,Decision - Unanimous ,300,25,Marc Goddard,Mike Bell 45 - 50.Derek Cleary 45 - 50.Sal D'amato 45 - 50.
ufc-326-holloway-vs-oliveira-2__caio-borralho-vs-reinier-de-ridder__1,1,2026-03-07,11,616,3518,a_win,Decision,3,3,middleweight,non_title,UFC 326: Holloway vs. Oliveira 2,Caio Borralho vs. Reinier de Ridder,Caio Borralho,Reinier de Ridder,616,3518,decision,Decision - Unanimous ,300,15,Herb Dean,Ben Cartlidge 27 - 30.Sal D'amato 27 - 30.Ron McCarthy 27 - 30.
ufc-326-holloway-vs-oliveira-2__rob-font-vs-raul-rosas-jr__1,1,2026-03-07,10,3593,3497,b_win,Decision,3,3,bantamweight,non_title,UFC 326: Holloway vs. Oliveira 2,Rob Font vs. Raul Rosas Jr.,Rob Font,Raul Rosas Jr.,3497,3593,decision,Decision - Unanimous ,300,15,Jason Herzog,Mike Bell 27 - 30.Derek Cleary 27 - 30.Ron McCarthy 27 - 30.
ufc-326-holloway-vs-oliveira-2__drew-dober-vs-michael-johnson__1,1,2026-03-07,9,1215,3024,a_win,KO/TKO,2,3,lightweight,non_title,UFC 326: Holloway vs. Oliveira 2,Drew Dober vs. Michael Johnson,Drew Dober,Michael Johnson,1215,3024,ko_tko,KO/TKO ,113,15,Kerry Hatley,Punch to Head At Distance 
ufc-326-holloway-vs-oliveira-2__gregory-rodrigues-vs-brunno-ferreira__1,1,2026-03-07,8,1576,577,a_win,KO/TKO,1,3,middleweight,non_title,UFC 326: Holloway vs. Oliveira 2,Gregory Rodrigues vs. Brunno Ferreira,Gregory Rodrigues,Brunno Ferreira,1576,577,ko_tko,KO/TKO ,107,15,Chris Tognoni,Punch to Head At Distance 
ufc-326-holloway-vs-oliveira-2__cody-garbrandt-vs-xiao-long__1,1,2026-03-07,7,853,4375,a_win,Decision,3,3,bantamweight,non_title,UFC 326: Holloway vs. Oliveira 2,Cody Garbrandt vs. Xiao Long,Cody Garbrandt,Xiao Long,853,4375,decision,Decision - Unanimous ,300,15,Herb Dean,Two Points Deducted: Repeated Low Blows by XiaoMike Bell 27 - 28.Ben Cartlidge 27 - 28.Ron McCarthy 27 - 28.
ufc-326-holloway-vs-oliveira-2__donte-johnson-vs-cody-brundage__1,1,2026-03-07,6,1201,845,a_win,Decision,3,3,middleweight,non_title,UFC 326: Holloway vs. Oliveira 2,Donte Johnson vs. Cody Brundage,Donte Johnson,Cody Brundage,1201,845,decision,Decision - Split ,300,15,Marc Goddard,Derek Cleary 28 - 29.Junichiro Kamijo 29 - 28.Tony Weeks 28 - 29.
ufc-326-holloway-vs-oliveira-2__ricky-turcios-vs-alberto-montes__1,1,2026-03-07,5,3579,105,b_win,Submission,2,3,featherweight,non_title,UFC 326: Holloway vs. Oliveira 2,Ricky Turcios vs. Alberto Montes,Ricky Turcios,Alberto Montes,105,3579,submission,Submission ,40,15,Kerry Hatley,Anaconda Choke On Ground 
ufc-326-holloway-vs-oliveira-2__cody-durden-vs-nyamjargal-tumendemberel__1,1,2026-03-07,4,850,3285,b_win,Decision,3,3,flyweight,non_title,UFC 326: Holloway vs. Oliveira 2,Cody Durden vs. Nyamjargal Tumendemberel,Cody Durden,Nyamjargal Tumendemberel,3285,850,decision,Decision - Unanimous ,300,15,Jason Herzog,Junichiro Kamijo 27 - 30.Jerin Valel 27 - 30.Ron McCarthy 28 - 29.
ufc-326-holloway-vs-oliveira-2__sumudaerji-vs-jesus-aguilar__1,1,2026-03-07,3,4014,2009,a_win,Decision,3,3,flyweight,non_title,UFC 326: Holloway vs. Oliveira 2,Sumudaerji vs. Jesus Aguilar,Sumudaerji,Jesus Aguilar,4014,2009,decision,Decision - Unanimous ,300,15,Chris Tognoni,Mike Bell 27 - 30.Derek Cleary 27 - 30.Sal D'amato 27 - 30.
ufc-326-holloway-vs-oliveira-2__rafael-tobias-vs-diyar-nurgozhay__1,1,2026-03-07,2,3454,1164,b_win,Decision,3,3,light_heavyweight,non_title,UFC 326: Holloway vs. Oliveira 2,Rafael Tobias vs. Diyar Nurgozhay,Rafael Tobias,Diyar Nurgozhay,1164,3454,decision,Decision - Unanimous ,300,15,Herb Dean,Ben Cartlidge 27 - 30.David Lethaby 28 - 29.Tony Weeks 28 - 29.
ufc-326-holloway-vs-oliveira-2__luke-fernandez-vs-rodolfo-bellato__1,1,2026-03-07,1,2740,3622,b_win,KO/TKO,1,3,light_heavyweight,non_title,UFC 326: Holloway vs. Oliveira 2,Luke Fernandez vs. Rodolfo Bellato,Luke Fernandez,Rodolfo Bellato,3622,2740,ko_tko,KO/TKO ,162,15,Kerry Hatley,Punches to Head From Half Guard 
ufc-fight-night-moreno-vs-kavanagh__brandon-moreno-vs-loneer-kavanagh__1,1,2026-02-28,13,518,2678,b_win,Decision,5,5,flyweight,non_title,UFC Fight Night: Moreno vs. Kavanagh,Brandon Moreno vs. Lone'er Kavanagh,Brandon Moreno,Lone'er Kavanagh,2678,518,decision,Decision - Unanimous ,300,25,Herb Dean,Sal D'amato 46 - 49.Mike Bell 47 - 48.Ben Cartlidge 47 - 48.
ufc-fight-night-moreno-vs-kavanagh__marlon-vera-vs-david-martinez__1,1,2026-02-28,12,2906,1078,b_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Moreno vs. Kavanagh,Marlon Vera vs. David Martinez,Marlon Vera,David Martinez,1078,2906,decision,Decision - Unanimous ,300,15,Marc Goddard,Mike Bell 28 - 29.Sal D'amato 28 - 29.Dave Tirelli 28 - 29.
ufc-fight-night-moreno-vs-kavanagh__daniel-zellhuber-vs-king-green__1,1,2026-02-28,11,997,2536,b_win,KO/TKO,2,3,lightweight,non_title,UFC Fight Night: Moreno vs. Kavanagh,Daniel Zellhuber vs. King Green,Daniel Zellhuber,King Green,2536,997,ko_tko,KO/TKO ,295,15,Herb Dean,Punches to Head On Ground 
ufc-fight-night-moreno-vs-kavanagh__edgar-chairez-vs-felipe-bunes__1,1,2026-02-28,10,1256,1405,a_win,Decision,3,3,flyweight,non_title,UFC Fight Night: Moreno vs. Kavanagh,Edgar Chairez vs. Felipe Bunes,Edgar Chairez,Felipe Bunes,1256,1405,decision,Decision - Split ,300,15,Marc Goddard,Sal D'amato 28 - 29.Rick Winter 29 - 28.Dave Tirelli 28 - 29.
ufc-fight-night-moreno-vs-kavanagh__imanol-rodriguez-vs-kevin-borjas__1,1,2026-02-28,9,1720,2494,a_win,KO/TKO,2,3,flyweight,non_title,UFC Fight Night: Moreno vs. Kavanagh,Imanol Rodriguez vs. Kevin Borjas,Imanol Rodriguez,Kevin Borjas,1720,2494,ko_tko,KO/TKO ,261,15,Raul Porrata,Punch to Head At Distance 
ufc-fight-night-moreno-vs-kavanagh__santiago-luna-vs-angel-pacheco__1,1,2026-02-28,8,3791,269,a_win,Decision,3,3,bantamweight,non_title,UFC Fight Night: Moreno vs. Kavanagh,Santiago Luna vs. Angel Pacheco,Santiago Luna,Angel Pacheco,3791,269,decision,Decision - Unanimous ,300,15,Fernando Salas Navarro,Miguel Jimenez 27 - 30.Sal D'amato 27 - 30.Dave Tirelli 27 - 30.
